"temp","pop","plant","cat_id","date_hatch","date_4","delta_4","time_molt_4","mass_4","ln_4","date_5","delta_5","time_molt_5","mass_5","ln_5","date_w","delta_w","mass_w","ln_w","time_in_5"
"30","L","DC","B","7-May-08","13-May-08",6,NA,462.93,6.14,"15-May-08",8,NA,1921.14,7.56,"19-May-08",12,10212.12,9.231330529,4
"30","L","DC","C","7-May-08","13-May-08",6,NA,320.2,5.77,"16-May-08",9,NA,1764.81,7.48,"21-May-08",14,9923.92,9.202703284,5
"30","L","DC","D","7-May-08","13-May-08",6,NA,407.8,6.01,"15-May-08",8,NA,1560.91,7.35,"22-May-08",15,10099.14,9.220205551,7
"30","L","DC","E","7-May-08","13-May-08",6,NA,301,5.71,"16-May-08",9,NA,1634.86,7.4,"23-May-08",16,9736.58,9.183645206,7
"30","L","DC","F","7-May-08","14-May-08",7,NA,507.35,6.23,"17-May-08",10,NA,2240.58,7.71,"23-May-08",16,11128.6,9.31727365,6
"30","L","DC","G","7-May-08","13-May-08",6,NA,331,5.8,"16-May-08",9,NA,2258.46,7.72,"21-May-08",14,11015.78,9.307084069,5
"30","L","DC","H","7-May-08","13-May-08",6,NA,330.72,5.8,"16-May-08",9,NA,2027.42,7.61,"20-May-08",13,9596.79,9.169183947,4
"30","L","DC","J","7-May-08","15-May-08",8,NA,320.7,5.77,"18-May-08",11,NA,1501.81,7.31,"25-May-08",18,8981.18,9.102886556,7
"30","L","DC","K","7-May-08","13-May-08",6,NA,397.39,5.98,"15-May-08",8,NA,1578.12,7.36,"20-May-08",13,9643.1,9.173997913,5
"30","L","DC","L","7-May-08","15-May-08",8,NA,262.31,5.57,"18-May-08",11,NA,1739.29,7.46,"25-May-08",18,10106.53,9.220937029,7
"30","L","DC","M","7-May-08","13-May-08",6,NA,604.17,6.4,"16-May-08",9,NA,1634.72,7.4,"22-May-08",15,9615.58,9.171139979,6
"30","L","DC","N","7-May-08","13-May-08",6,NA,265.78,5.58,"16-May-08",9,NA,1668.33,7.42,"22-May-08",15,7803.11,8.962277651,6
"30","L","DC","O","7-May-08","14-May-08",7,NA,277.71,5.63,"17-May-08",10,NA,1782.7,7.49,"23-May-08",16,10606.45,9.269217586,6
"30","L","DC","Q","7-May-08","13-May-08",6,NA,350.04,5.86,"16-May-08",9,NA,1937.34,7.57,"22-May-08",15,9449.41,9.153707585,6
"30","L","DC","S","7-May-08","13-May-08",6,NA,345.36,5.84,"16-May-08",9,NA,1570.4,7.36,"22-May-08",15,9209.2,9.127958263,6
"30","L","DC","T","7-May-08","13-May-08",6,NA,417.52,6.03,"16-May-08",9,NA,2225.62,7.71,"24-May-08",17,10752.54,9.282897285,8
"30","L","DC","U","7-May-08","14-May-08",7,NA,395.93,5.98,"17-May-08",10,NA,1440.64,7.27,"25-May-08",18,9529.21,9.162117097,8
"30","L","DC","W","7-May-08","13-May-08",6,NA,330.07,5.8,"16-May-08",9,NA,1919.05,7.56,"22-May-08",15,11277.13,9.33053206,6
"30","L","DC","Z","7-May-08","14-May-08",7,NA,282.49,5.64,"17-May-08",10,NA,1598.02,7.38,"22-May-08",15,9631.05,9.172747533,5
"30","L","DC","AA","7-May-08","13-May-08",6,NA,288,5.66,"16-May-08",9,NA,1950.89,7.58,"21-May-08",14,11450.57,9.345794789,5
"30","L","DC","CC","7-May-08","13-May-08",6,NA,345.05,5.84,"16-May-08",9,NA,2140.38,7.67,"22-May-08",15,10147.86,9.225018125,6
"30","L","DC","EE","7-May-08","13-May-08",6,NA,489.67,6.19,"15-May-08",8,NA,1719.76,7.45,"19-May-08",12,10164,9.226607344,4
"30","L","DC","GG","7-May-08","14-May-08",7,NA,411.47,6.02,"16-May-08",9,NA,1529.97,7.33,"21-May-08",14,8904.39,9.094299693,5
"30","L","DC","JJ","7-May-08","13-May-08",6,NA,354.99,5.87,"15-May-08",8,NA,1724.23,7.45,"21-May-08",14,11250.09,9.328131408,6
"30","L","DC","KK","7-May-08","13-May-08",6,NA,395.97,5.98,"16-May-08",9,NA,2487.32,7.82,"21-May-08",14,9819.04,9.192078637,5
"30","L","DC","LL","7-May-08","13-May-08",6,NA,249.64,5.52,"16-May-08",9,NA,2033.19,7.62,"22-May-08",15,10742.12,9.281927742,6
"30","L","DC","MM","7-May-08","13-May-08",6,NA,295.4,5.69,"16-May-08",9,NA,1563.05,7.35,"21-May-08",14,8950.48,9.099462441,5
"30","L","DC","NN","7-May-08","13-May-08",6,NA,326.58,5.79,"15-May-08",8,NA,1474.67,7.3,"19-May-08",12,10391.34,9.248728046,4
"30","L","DC","OO","7-May-08","14-May-08",7,NA,440.45,6.09,"17-May-08",10,NA,1951.64,7.58,"22-May-08",15,9418.06,9.150384402,5
"30","L","DC","PP","7-May-08","14-May-08",7,NA,424.23,6.05,"17-May-08",10,NA,2505.3,7.83,"22-May-08",15,10150.43,9.225271348,5
"30","L","DC","RR","7-May-08","14-May-08",7,NA,210.83,5.35,"17-May-08",10,NA,1154.44,7.05,"28-May-08",21,4395.88,8.388423018,11
"30","L","DC","SS","7-May-08","14-May-08",7,NA,248.61,5.52,"17-May-08",10,NA,1473.13,7.3,"23-May-08",16,9660.11,9.175760314,6
"30","L","DC","TT","7-May-08","13-May-08",6,NA,325.52,5.79,"16-May-08",9,NA,2241.47,7.71,"22-May-08",15,9064.83,9.11215737,6
"30","L","DC","XX","7-May-08","13-May-08",6,NA,235.69,5.46,"16-May-08",9,NA,2028.88,7.62,"21-May-08",14,9803.08,9.190451901,5
"30","L","TB","A","7-May-08","12-May-08",5,NA,364.33,5.9,"14-May-08",7,NA,1908.94,7.55,"18-May-08",11,12925.24,9.466937268,4
"30","L","TB","B","7-May-08","12-May-08",5,NA,595.6,6.39,"14-May-08",7,NA,1848.64,7.52,"18-May-08",11,13087.8,9.479435778,4
"30","L","TB","C","7-May-08","12-May-08",5,NA,410.26,6.02,"14-May-08",7,NA,1549.21,7.35,"17-May-08",10,10481.9,9.257405239,3
"30","L","TB","D","7-May-08","12-May-08",5,NA,403.79,6,"14-May-08",7,NA,1723.46,7.45,"18-May-08",11,12561.53,9.438394248,4
"30","L","TB","E","7-May-08","12-May-08",5,NA,357.77,5.88,"14-May-08",7,NA,1486.93,7.3,"18-May-08",11,9663.84,9.176146364,4
"30","L","TB","F","7-May-08","12-May-08",5,NA,408.81,6.01,"14-May-08",7,NA,1673.48,7.42,"17-May-08",10,10636.64,9.272059924,3
"30","L","TB","G","7-May-08","12-May-08",5,NA,561.55,6.33,"14-May-08",7,NA,1893.25,7.55,"17-May-08",10,11557.28,9.35507082,3
"30","L","TB","H","7-May-08","12-May-08",5,NA,482.21,6.18,"14-May-08",7,NA,1875.71,7.54,"18-May-08",11,13090.09,9.479610734,4
"30","L","TB","I","7-May-08","12-May-08",5,NA,497.87,6.21,"14-May-08",7,NA,1901.53,7.55,"18-May-08",11,13184.18,9.486772905,4
"30","L","TB","J","7-May-08","11-May-08",4,NA,304.76,5.72,"14-May-08",7,NA,2023.5,7.61,"17-May-08",10,11817.2,9.377311376,3
"30","L","TB","K","7-May-08","12-May-08",5,NA,369.48,5.91,"14-May-08",7,NA,1645.24,7.41,"17-May-08",10,10722.35,9.280085627,3
"30","L","TB","L","7-May-08","12-May-08",5,NA,465.6,6.14,"14-May-08",7,NA,1799.07,7.5,"17-May-08",10,11312.85,9.333694527,3
"30","L","TB","M","7-May-08","11-May-08",4,NA,321.02,5.77,"14-May-08",7,NA,2384,7.78,"17-May-08",10,11441.83,9.345031217,3
"30","L","TB","N","7-May-08","12-May-08",5,NA,542.37,6.3,"14-May-08",7,NA,1774.75,7.48,"17-May-08",10,10227.88,9.232872604,3
"30","L","TB","O","7-May-08","12-May-08",5,NA,472.74,6.16,"14-May-08",7,NA,1740.35,7.46,"18-May-08",11,12584.55,9.44022515,4
"30","L","TB","P","7-May-08","12-May-08",5,NA,483.81,6.18,"14-May-08",7,NA,2127.83,7.66,"17-May-08",10,13462.29,9.507647722,3
"30","L","TB","Q","7-May-08","12-May-08",5,NA,410.7,6.02,"14-May-08",7,NA,1651.62,7.41,"17-May-08",10,11286.87,9.331395382,3
"30","L","TB","R","7-May-08","12-May-08",5,NA,387.98,5.96,"14-May-08",7,NA,1831.04,7.51,"18-May-08",11,12942.29,9.468255523,4
"30","L","TB","S","7-May-08","12-May-08",5,NA,494.5,6.2,"14-May-08",7,NA,1915.24,7.56,"17-May-08",10,12365.62,9.42267532,3
"30","L","TB","T","7-May-08","12-May-08",5,NA,365.74,5.9,"14-May-08",7,NA,1737.66,7.46,"17-May-08",10,10999.03,9.305562366,3
